topic,topic_id,bias_id,title,source,bias,desc.
Terrorism- Left,122,2,The Supreme Court Won’t Halt Texas’s Abortion Ban While The Justices Decide If Anyone Can Sue,BuzzFeed News, Left,"The US Supreme Court will allow Texas’s six-week abortion ban to remain in effect for now, with a majority of the justices rejecting the Justice Department’s..."
Terrorism- Right,122,5,"Forcing Women To Compete Against Biological Men Is Unfair, Data Shows",The Daily Caller, Right,"While some Democrats have spent months throwing tantrums over letting biological men play on women’s sports teams, new studies show transgender women do have..."
Terrorism - moderate,122,3,Court again lets Texas continue banning most abortions,Associated Press,moderate,Texas can continue banning most abortions after a federal appeals court rejected the Biden administration’s latest attempt to stop a novel law that has become...
Terrorism- Lean Left,122,1,D.C. assistant police chief says she was told to 'have an abortion or be fired',NBC News (Online), Lean Left,"The assistant police chief in Washington, D.C., one of 10 Black women who filed a class-action lawsuit last month against the city alleging..."
Terrorism- Lean Right,122,4,‘Our Identity Has Been Hijacked’,The Dispatch, Lean Right,"When the Taliban first imposed its vision for Afghanistan’s cultural and political landscape between 1996 and 2001, the country’s women were subjected to wide-..."
Terrorism - moderate,122,3,Federal Appeals Court Keeps Texas Abortion Ban Intact; DOJ Asks Supreme Court to Halt Law,AllSides Headline Roundup,moderate,The 5th Circuit Court of Appeals ruled Thursday that Texas' new abortion law can remain in place. The three-judge panel voted 2-1 to grant the state's request...
Terrorism- Left,122,2,Ending Roe Could Send More Women to Prison for Miscarrying,Slate, Left,The number of women in prison has skyrocketed over the last 40 years. Despite critical state level criminal justice reforms designed to keep people out of...
Terrorism- Lean Right,122,4,Marjorie Taylor Greene gets in shouting match with Dem lawmakers on Capitol steps,New York Post (News), Lean Right,"Rep. Marjorie Taylor Greene on Friday sparked a shouting match with a pair of Democratic lawmakers outside the Capitol, prompting one of them to scream that..."
Terrorism - moderate,122,3,Sotomayor: SCOTUS oral arguments changed in part because female justices were interrupted,Axios,moderate,Supreme Court Justice Sonia Sotomayor said Wednesday that changes in the format of oral arguments were made in part after research showed that female justices...
Terrorism- Lean Left,122,1,Texas abortion law stays in place after federal appeals court sides with the state,CBS News (Online), Lean Left,"Texas' controversial abortion law will remain in place for the time being, after a federal appeals court on Thursday granted the state's request to..."
Trade- Lean Right,123,4,State Dept. Condemns Nigeria's Retaliatory Twitter Ban,Newsmax (News), Lean Right,The U.S. Department of State on Thursday condemned the Nigerian government for suspending Twitter and targeting individuals who use the social media site...
Trade - moderate,123,3,Sudan coup: Military dissolves civilian government and arrests leaders,BBC News,moderate,"A coup is under way in Sudan, where the military has dissolved civilian rule, arrested political leaders and declared a state of emergency.

The coup leader..."
Trade- Lean Left,123,1,72 killed as South Africa grapples with its worst political violence since apartheid,CBS News (Online), Lean Left,South Africa is grappling with the worst political violence the country has seen since the end of the racist apartheid regime. The death toll after five...
Trade- Right,123,5,"Trump announces peace deal between Sudan and Israel, says more nations will normalize relations",Fox News (Online News), Right,"President Trump on Friday announced a peace deal that would normalize ties with between Israel and Sudan, claiming there ""would be many more peace deals to..."
Trade - moderate,123,3,"The Malaria Vaccine Is a Big Deal, but Not a Silver Bullet",Wired,moderate,"When Patrick Duffy started his career at the Walter Reed Army Institute of Research in 1991, scientists were already a few years into testing a first-of-its-..."
Trade- Left,123,2,'Practically this has been a genocide': Doctors say rape is being used as a weapon of war in Ethiopia's conflict,CNN (Online News), Left,"More evidence of sexual violence being used as a deliberate weapon of war is emerging from Ethiopia's northern Tigray region, where an armed conflict has been..."
Trade- Lean Right,123,4,Trump’s Opening in Africa,Wall Street Journal (Opinion), Lean Right,"There isn’t much good news in the world these days, but a potential bright spot is Sudan. The U.S. has a chance to pull the northeast African nation closer to..."
Trade - moderate,123,3,Historic go-ahead for malaria vaccine to protect African children,BBC News,moderate,"Children across much of Africa are to be vaccinated against malaria in a historic moment in the fight against the deadly disease.

Malaria has been one of..."
Trade- Lean Left,123,1,"Sudan agrees to normalise relations with Israel, Trump says",Al Jazeera, Lean Left,"Sudan and Israel have agreed to normalise relations, US President Donald Trump announced on Friday at the White House, a move that was denounced by..."
Trade- Right,123,5,"'We Have no Mercy on You People': Radical Muslims Attack, Injure Young Christian Woman in Kenya",CBN, Right,"A 21-year-old Christian woman was beaten unconscious by radical Muslims in Isiolo, Kenya last month.

Fozia was with her brother and sister when seven..."
Trade - moderate,123,3,WHO warns lack of COVID-19 vaccine supply in Africa could make it breeding ground for new variants and ‘send the whole world back to square one’,MarketWatch,moderate,The World Health Organization made another urgent plea to developed nations to make a greater effort to get vaccines against the coronavirus-borne illness...
Trade- Left,123,2,US Brags About Health Aid to Africa While Bombing Some of its Most Vulnerable Nations,The Intercept, Left,"AS COVID-19 BEGAN spreading across the African continent in late March, the U.S. State Department took to Twitter to boast about American health assistance..."
Trade- Lean Right,123,4,Did Bill Gates Test Unapproved Vaccines on Children in Africa?,The Dispatch, Lean Right,"Microsoft co-founder Bill Gates, through his foundation, has spent billions of dollars on health initiatives in developing countries, and amid the coronavirus..."
Trade - moderate,123,3,117 Dead Amid Ongoing Violence in South Africa,AllSides Headline Roundup,moderate,"Riots, looting and violence broke out in South Africa over the past week after former South African President Jacob Zuma was imprisoned on July 7 for refusing..."
Trade- Left,123,2,"With a distracted public, the Pentagon tries to get away with killing innocent civilians",The Intercept, Left,"THE UNITED STATES’S WARS continue to rage in the Middle East and Africa against the backdrop of the Covid-19 pandemic. Even in normal times, these conflicts..."
Transportation- Right,124,5,Federal Authorities Arrest Primary Steele Dossier Researcher as Part of Durham Investigation,Townhall, Right,"Federal authorities on Thursday arrested Igor Danchenko, a Russian analyst who contributed to the discredited, anti-Trump Steele dossier. 

According to..."
Transportation - moderate,124,3,"Four U.S. Intelligence Agencies Produced Extensive Reports on Afghanistan, but All Failed to Predict Kabul’s Rapid Collapse",Wall Street Journal (News),moderate,Leading U.S. intelligence agencies failed to predict the rapid Taliban takeover of Afghanistan prior to the final withdrawal of American troops and instead...
Transportation- Lean Left,124,1,"Igor Danchenko, source for Steele dossier, arrested as part of Durham probe",Washington Post, Lean Left,An analyst who was a primary source for a 2016 dossier of allegations against Donald Trump has been arrested on charges arising from special counsel John H....
Transportation- Lean Right,124,4,Sen. Graham wants briefing on China’s ‘game changing’ hypersonic missile launch,New York Post (News), Lean Right,Sen. Lindsey Graham sent a letter to Senate leadership on Wednesday ​requesting members of the chamber be briefed by the intelligence community and the Defense...
Transportation - moderate,124,3,Jake Sullivan discussed Saudi-Israel normalization with MBS,Axios,moderate,"White House national security adviser Jake Sullivan raised normalization with Israel during his recent meeting with Saudi Crown Prince Mohammed bin Salman,..."
Transportation- Lean Left,124,1,Another U.S. intelligence official has come down with Havana Syndrome symptoms. What are they?,USA TODAY, Lean Left,"Another U.S. intelligence officer has been struck by Havana Syndrome symptoms, angering CIA director William Burns and resurfacing a conversation..."
Transportation- Right,124,5,Gen. Mark Milley: ‘Routine’ Calls to China ‘Perfectly’ Within Scope of Job,Breitbart News, Right,Gen. Mark Milley said Friday calls to his Communist Chinese counterpart in the last days of Donald Trump’s presidency were “routine” and fell “perfectly...
Transportation - moderate,124,3,North Korea Test-Fires Another Ballistic Missile Hours After U.S. Offers To Restart Dialog,Forbes,moderate,"North Korea test-fired a ballistic missile into the sea on Tuesday, according to the South Korean and Japanese militaries, signaling a continuation of its..."
Transportation- Left,124,2,FBI Releases Declassified 9/11 Document That Fails to Prove Saudi Government Complicity,Slate, Left,"The FBI ended the 20th anniversary of the Sept. 11, 2001 attacks by releasing a newly declassified document regarding its investigation into support given to..."
Transportation- Right,124,5,Durham's Russia 'origins' probe: Request for grand jury indictment may be hours away,Fox News (Online News), Right,"Special Counsel John Durham, the federal prosecutor tapped during the Trump administration to investigate the origins of the Russia investigation,..."
Transportation - moderate,124,3,"Colin Powell's legacy, defined by two very different wars in Iraq",NPR (Online News),moderate,"Colin Powell became a household name because of the four stars on his Army uniform and his iconic statements about Iraq.

In the first Iraq war in 1991, he..."
Transportation- Lean Left,124,1,Pentagon prepared for ‘mass casualty’ attack at Kabul Airport hours before explosion,Politico, Lean Left,"Just 24 hours before a suicide bomber detonated an explosive outside Hamid Karzai International Airport, senior military leaders gathered for the Pentagon’s..."
Transportation- Right,124,5,Mark Milley Is A Traitor,Townhall, Right,"General Mark Milley is a disgrace to his uniform. If he had any integrity, he’d resign. He has none, and neither does his boss, so his job is safe. But he is a..."
Transportation - moderate,124,3,Police outnumber protesters at right-wing Capitol rally,BBC News,moderate,"A few hundred protesters gathered around the US Capitol on Saturday, for a rally in support of the pro-Trump rioters who ransacked the building on 6 January..."
Transportation- Lean Left,124,1,CIA Director William Burns held secret meeting in Kabul with Taliban leader Abdul Ghani Baradar,Washington Post, Lean Left,"CIA Director William J. Burns held a secret meeting Monday in Kabul with the Taliban’s de facto leader, Abdul Ghani Baradar, in the highest-level face-to-face..."
Treasury- Lean Right,125,4,"Recordings Reveal Lockstep COVID-19 Protocols, Patient Isolation by Hospitals",The Epoch Times, Lean Right,"Attorneys, medical doctors, and family members of COVID-19 victims have described and offered recordings of what the Truth for Health Foundation..."
Treasury - moderate,125,3,"Wanted, due to supply chain shortages: used crutches, walkers and canes",Poynter,moderate,"From Utah to South Carolina and Kentucky, hospitals and charities are asking for gently used crutches, canes and walkers. Supplies are getting harder to come..."
Treasury- Left,125,2,How Disabled People Are Shut Out of Housing,Vice, Left,"Cal Grevers is 28, but feels like an “eternal teenager” – infantilised by barriers that block him from moving out of his parents’ home in Edinburgh. ..."
Treasury- Lean Right,125,4,Federal Reserve to Hold Conferences on Diversity and Inclusion Next Month,Newsmax (News), Lean Right,"The Federal Reserve announced Monday that it is conducting two virtual diversity and inclusiveness training sessions for its 23,000 employees early..."
Treasury - moderate,125,3,United States issues its 1st passport with ‘X’ gender marker,Associated Press,moderate,"The United States has issued its first passport with an “X” gender designation, marking a milestone in the recognition of the rights of people who do not..."
Treasury- Left,125,2,What Kyle Rittenhouse's tears reveal about America,CNN (Opinion), Left,"Despite last year's demonstrations supporting racial justice and substantive efforts at political reform, the system that devalues Black lives remains largely..."
Treasury- Lean Right,125,4,Inflating Grades For Social Justice,The American Conservative, Lean Right,"At a party over the weekend I was introduced to a college professor, and fell into conversation with him about teaching and Covid. Then I asked about how..."
Treasury - moderate,125,3,"This arthritis drug cost $198 in 2008. Now it's more than $10,000",Axios,moderate,"In 2008, a box of 30 anti-inflammatory rectal suppositories that treats arthritis, called Indocin, had a price tag of $198. As of Oct. 1, the price of..."
Treasury- Lean Left,125,1,"More Americans understand LGBTQ people, but visibility has 'double-edged sword', GLAAD report says",USA TODAY, Lean Left,"More and more people are identifying as members of the LGBTQ community. Increased visibility educates non-LGBTQ people, but it also ..."
Treasury- Right,125,5,Biden’s Chief Of Staff Agrees: Inflation A ‘High-Class Problem’,The Daily Wire, Right,"On Wednesday night, President Biden’s White House Chief of Staff, Ron Klain, apparently sympathetic with the infamous quote attributed to 18th century French..."
Treasury - moderate,125,3,Should there be special programs for gifted students?,Yahoo! The 360,moderate,New York City Mayor Bill de Blasio on Friday announced a plan to gradually eliminate his city’s program for gifted and talented students in K-12...
Treasury- Lean Left,125,1,The Demand for Money Behind Many Police Traffic Stops,New York Times (News), Lean Left,"Harold Brown’s contribution to the local treasury began as so many others have in Valley Brook, Okla.: A police officer saw that the light above his license..."
Treasury- Right,125,5,Racism Is An Empty Thesis,City Journal, Right,"Turmoil in the United States over police violence is the result of a distorted representation of the problem, says Brown University economist Glenn C. Loury...."
Treasury - moderate,125,3,Tesla hit with $137 million judgement in workplace racism case,Fortune,moderate,Tesla Inc. lost a case against a Black former elevator operator and must pay an unprecedented $137 million in damages for having turned a blind eye...
Treasury- Lean Left,125,1,D.C. assistant police chief says she was told to 'have an abortion or be fired',NBC News (Online), Lean Left,"The assistant police chief in Washington, D.C., one of 10 Black women who filed a class-action lawsuit last month against the city alleging..."
US Census- Right,126,5,Biden Says He Would Sign Reconciliation Bill With or Without Hyde Amendment,National Review, Right,"President Biden said Tuesday that he will sign off on Democrats’ massive social-spending package regardless of whether it includes the Hyde amendment,..."
US Census - moderate,126,3,Infrastructure bill unleashes funding to address risky dams,Associated Press,moderate,"States will soon be flooded with federal money to address a pent-up need to repair, improve or remove thousands of aging dams across the U.S., including some..."
US Census- Lean Left,126,1,The infrastructure package puts $66 billion into rail. It could power the biggest expansion in Amtrak’s 50-year history.,Washington Post, Lean Left,The $1.2 trillion bipartisan infrastructure bill that passed the House on Friday is expected to spur the largest expansion in Amtrak’s history while kick-...
US Census- Lean Right,126,4,Sen. Kyrsten Sinema reportedly won’t put off vacation for reconciliation vote,New York Post (News), Lean Right,Arizona Sen. Kyrsten Sinema — a key Democratic swing vote — has said she will not be putting off August vacation plans to vote on the bipartisan infrastructure...
US Census - moderate,126,3,‘Just keep it flowing.’ Three people working to untangle supply chain.,Christian Science Monitor,moderate,"For every supply chain chokepoint, there’s a person working to free it up. Three frontline workers walk us through the global backlog, showing the humanity..."
US Census- Lean Left,126,1,"On Chicago’s West Side, Urgent Needs Collide With Washington Compromises",New York Times (News), Lean Left,Democrats in Washington want to talk about what has made it into President Biden’s domestic legislation. Chris Brown on Chicago’s West Side wants to talk about...
US Census- Right,126,5,America's choice: Build bridges or grow government,Dan Meuser, Right,We face a pivotal choice for the direction of our country. We have an opportunity to pass a very important transportation and infrastructure bill or go down...
US Census - moderate,126,3,Biden attempts to turn page on Afghanistan with domestic refocus,The Hill,moderate,The White House is trying to move past the chaotic and deadly U.S. withdrawal from Afghanistan by turning its attention to domestic priorities like ...
US Census- Lean Left,126,1,Republicans at Odds Over Infrastructure Bill as Vote Approaches,New York Times (News), Lean Left,Business groups and some Senate Republicans — working at cross-purposes with Republican leaders in the House — have mounted an all-out drive to secure G.O.P....
US Census- Lean Right,126,4,Urban Policy Can Help Bridge Political Divides,The American Conservative, Lean Right,"Urbanists lament the fact that the average American knows and cares little about the built environment, but this sad reality has a significant upside. Because..."
US Census - moderate,126,3,Here's What's Included In The Bipartisan Infrastructure Bill,NPR (Online News),moderate,Senators announced the long-awaited text of a nearly $1 trillion bipartisan infrastructure package Sunday night over a month after President Biden...
US Census- Lean Left,126,1,"House votes to advance Biden's jobs and infrastructure plans, breaking logjam",NBC News (Online), Lean Left,House Democrats voted Tuesday to move forward with President Joe Biden's top legislative priorities after resolving a standoff between their leaders...
US Census- Right,126,5,Republicans Shouldn’t Fall for Biden’s Infrastructure Charade,National Review, Right,"Last month, we warned Republicans about the pitfalls of indulging President Biden’s infrastructure fantasies. The bipartisan framework announced..."
US Census - moderate,126,3,Senate Negotiators Rush to Meet Infrastructure Deadline,AllSides Headline Roundup,moderate,"Bipartisan negotiators in the Senate rushed to finalize their infrastructure bill on Tuesday before a scheduled procedural vote on Wednesday, as Republicans..."
US Census- Lean Left,126,1,Infrastructure deal clears another Senate hurdle as House Democrats threaten rebellion,NBC News (Online), Lean Left,"The $550 billion infrastructure agreement cleared another Senate hurdle Friday, moving the sweeping package closer to becoming the first big..."
US Congress- Right,127,5,"Biden: 'Unless We Generate Consensus in America, We're in Trouble'",CNSNews.com, Right,"In a video conference with grassroots activists, hosted by the Democrat National Committee on Tuesday, President Joe Biden discussed the many ways his big..."
US Congress - moderate,127,3,Anti-Trump Republicans to back vulnerable Democratic lawmakers in 2022 congressional races,Reuters,moderate,"A group of anti-Trump Republicans on Thursday will endorse a slate of Democratic lawmakers facing tough races in next year's midterm elections, in a bid to..."
US Congress- Lean Left,127,1,"Obama, Bush and Clinton ask for support to build museum for Medal of Honor recipients",CBS News (Online), Lean Left,"Three living former presidents — Bill Clinton, George W. Bush and Barack Obama — have recorded a video urging Americans to support the construction of a museum..."
US Congress- Lean Right,127,4,"Dems, independents join GOP to oppose taxes in Biden $3.5 trillion plan",Washington Examiner, Lean Right,"President Joe Biden’s fading hope to quickly pass a $3.5 trillion tax and spending plan, instantly opposed by Republicans, is also losing steam with his base..."
US Congress - moderate,127,3,The easiest cure for political distrust,Christian Science Monitor,moderate,"Nine months into the Biden presidency and a new but divided Congress, the political debate in the United States may be going far beyond policy issues, such as..."
US Congress- Lean Left,127,1,Fact-checking Biden’s claim that raising debt limit is usually bipartisan,PolitiFact, Lean Left,"Facing the prospect of the federal government running out of money to pay its bills in weeks, President Joe Biden said Senate Republicans are ""reckless"" and ""..."
US Congress- Right,127,5,"Biden, McConnell Get Booster Shots Following New CDC Guidance",The Daily Wire, Right,"President Joe Biden, 78, received a booster shot against COVID-19 at the White House on Monday afternoon, days after the Centers for Disease Control (CDC)..."
US Congress - moderate,127,3,One Western town’s solution to wildfires? Community.,Christian Science Monitor,moderate,"As wildfires haunt the American West, Ashland, Oregon, has emerged as a leader in forest management. The city’s bipartisan approach hinges on a cooperative..."
US Congress- Lean Left,127,1,"There’s a Bipartisan Voting Rights Bill. Yes, Really.",New York Times (News), Lean Left,"A bipartisan elections bill is the rarest of creatures, one many Americans have never seen in the wild.

Congressional Democrats are united behind sweeping..."
US Congress- Right,127,5,Biden Vows Executive Action After Republicans Kill Dem Police Reform Bill,The Daily Caller, Right,"President Joe Biden vowed to take executive action to enact police reform “in the coming weeks,” after Republicans on Capitol Hill killed a Democratic police..."
US Congress - moderate,127,3,Senate Minority Leader Mitch McConnell announces he just received a COVID booster shot: 'It was an easy decision',Insider,moderate,"Republican Senate Minority Leader Mitch McConnell announced during a floor speech on Monday that he has received a third dose of the Pfizer COVID-19 vaccine,..."
US Congress- Lean Left,127,1,"Biden gets COVID-19 booster shot before cameras, pushes vaccinations",ABC News (Online), Lean Left,President Joe Biden got his COVID-19 booster shot before news cameras Monday as his administration promotes new booster guidance that has spurred some...
US Congress- Lean Right,127,4,"George W. Bush, Kamala Harris point to unity after 9/11 in memorial speeches",New York Post (News), Lean Right,"The chimes of the Bells of Remembrance at the memorial service for the victims and heroes of Flight 93 in Shanksville, PA, was followed Saturday by a..."
US Congress - moderate,127,3,"Biden and McConnell Receive COVID-19 Booster Shots, Encourage Vaccines",AllSides Headline Roundup,moderate,Two top U.S. political leaders on opposite sides of the aisle received Pfizer's COVID-19 vaccine booster shot in recent days and encouraged people to get the...
US Congress- Lean Left,127,1,Sweeping George Floyd police reform bill stalls as talks collapse,The Guardian, Lean Left,"Bipartisan negotiations in the US Congress over a police reform bill that was prompted by the killing of George Floyd have collapsed.

“We did the..."
US Constitution- Lean Right,128,4,"Vaccine Mandate Threatens Major Trucking Disruption, Industry Insiders Say",The Epoch Times, Lean Right,American truckers don’t like taking orders. But the Biden administration has increased pressure on some of them to take the vaccine—willing or unwilling....
US Constitution - moderate,128,3,Warehouses are overwhelmed by America's shopping spree,NPR (Online News),moderate,"Doug Kiersey has been building, buying and leasing warehouses for almost 40 years. He's never seen a time like this.

""It's completely unprecedented,"" says..."
US Constitution- Lean Left,128,1,"As supply lines strain, some corporations rewrite production playbook",Washington Post, Lean Left,"The pandemic caught Stanley Black & Decker midway through an overhaul of its 18-country supply chain.

Executives at the toolmaker’s New Britain, Conn.,..."
US Constitution- Lean Right,128,4,White House Orders Temporary Lift in Cargo Weight Capacity for Trucks,The Epoch Times, Lean Right,"President Joe Biden plans to sign an executive order to temporarily lift weight limits so trucks can carry more cargo, White House Press Secretary..."
US Constitution - moderate,128,3,What the Ever Given Taught the World,Foreign Policy,moderate,"On March 29, after six days being stuck in the Suez Canal and blocking all other ships from sailing through the vital passage, the Ever Given was..."
US Constitution- Lean Left,128,1,China has a big inflation problem and it's pushing up prices worldwide,CNN Business, Lean Left,"The cost of goods leaving China's factories surged by another record rate last month, and there are increasing signs that consumers are starting to feel the..."
US Constitution- Lean Right,128,4,"UPS, FedEx, Walmart commit to 24/7 hours to alleviate LA port crunch",New York Post (News), Lean Right,"The White House says the Port of Los Angeles, UPS, FedEx and Walmart will commit to 24/7 work hours to alleviate a supply-chain crunch that threatens to leave..."
US Constitution - moderate,128,3,Biden rolls out multibillion-dollar plan to upgrade aging U.S. ports after passage of infrastructure bill,CNBC,moderate,The Biden administration outlined several initiatives on Tuesday aimed at addressing immediate supply-chain challenges and other disruptions affecting global...
US Constitution- Lean Left,128,1,Biden’s vaccine mandate has cargo giants in a pre-holiday panic,Politico, Lean Left,"A trade group for air cargo giants like UPS and FedEx is sounding the alarm over an impending Dec. 8 vaccine deadline imposed by President Joe Biden,..."
US Constitution- Lean Right,128,4,"UPS, FedEx, Walmart commit to 24/7 hours to alleviate LA port crunch",New York Post (News), Lean Right,"The White House says the Port of Los Angeles, UPS, FedEx and Walmart will commit to 24/7 work hours to alleviate a supply-chain crunch that threatens to leave..."
US Constitution - moderate,128,3,Tariffs to Tackle Climate Change Gain Momentum. The Idea Could Reshape Industries.,Wall Street Journal (News),moderate,"Governments in the U.S., Europe and other developed nations are embarking on a climate change experiment: using tariffs on trade to cut carbon..."
US Constitution- Lean Left,128,1,Why some say the worst of the supply chain woes are near an end,CNN Business, Lean Left,Forget about The Grinch: It looks like supply chain disruptions may steal Christmas this year. But will these problems be resolved by early 2022?...
US Constitution- Right,128,5,"Biden to Address Supply Chain Logjam: Expanded Port Hours, Extra Shifts for Longshoremen",CNSNews.com, Right,"As supply chain disruptions make national headlines, leaving American businesses with fewer imported products to sell, President Biden today will meet with..."
US Constitution - moderate,128,3,U.S. and EU agree to ease metal tariffs imposed by Trump administration,CNBC,moderate,"The United States and the European Union on Saturday announced an easing of a trade dispute that started during the Trump administration.

The..."
US Constitution- Lean Left,128,1,Backlog of cargo ships at southern California ports reaches an all-time high,The Guardian, Lean Left,The backlog of cargo ships in southern California reached an all-time high this week as a supply chain crisis continues to overwhelm America’s...
US House- Lean Right,129,4,Former Secretary of State Colin Powell dead at 84 from COVID-19 complications,Washington Examiner, Lean Right,"Former secretary of state and chairman of the Joint Chiefs of Staff Colin Powell has died at age 84 of COVID-19 complications.

Powell was fully vaccinated..."
US House - moderate,129,3,Why Albuquerque’s latest experiment in policing doesn’t involve officers,Christian Science Monitor,moderate,"As cities wrestle with how to reform policing to reduce the use of lethal force, Albuquerque has created a new kind of responder on the streets. It sends..."
US House- Left,129,2,Trump Reportedly Sells 'Crown Jewel' Hotel; New Owners To Dump His Name,HuffPost, Left,"Donald Trump is reportedly selling his Washington hotel, the money-losing property once billed as the “crown jewel” of his real estate empire.

CGI..."
US House- Right,129,5,John Hinckley Jr - who tried to assassinate Ronald Reagan in 1981 - wins 'unconditional release' from ALL court-imposed restrictions,Daily Mail, Right,"John Hinckley Jr, who tried to kill then-President Ronald Reagan in a bid to impress actress Jodie Foster 40 years ago, received an 'unconditional release..."
US House - moderate,129,3,Defund The Police,The Flip Side,moderate,“Minneapolis voters on Tuesday rejected a proposal to replace the city’s police department… The ballot question called for a new Department of Public...
US House- Lean Left,129,1,Colin Powell dies from Covid complications,Politico, Lean Left,"Colin Powell, an accomplished and esteemed four-star general who became the first African American secretary of State, died Monday as a result of complications..."
US House- Lean Right,129,4,Census data release starts redistricting scramble that could help GOP win House,Washington Examiner, Lean Right,"Let the redistricting scramble begin.

The Census Bureau on Thursday will release the data used to draw voting districts, setting up a scramble of map-..."
US House - moderate,129,3,Alec Baldwin,The Flip Side,moderate,“Alec Baldwin was drawing a revolver across his body and pointing it at a camera during rehearsal on the set of ‘Rust’ when the weapon fired and struck...
US House- Lean Left,129,1,Census data kicks off effort to reshape US House districts,Associated Press Politics & Fact Check, Lean Left,Redistricting season officially kicks off with the release of detailed population data from the U.S. Census Bureau that will be used to redraw voting districts...
US House- Right,129,5,Jeff Bezos Blasts Off to Space on Blue Origin’s First Manned Flight,National Review, Right,"Billionaire Amazon founder Jeff Bezos blasted off to space in his company Blue Origin’s first manned flight on Tuesday, over a week after Richard Branson..."
US House - moderate,129,3,'Favorite of presidents' Colin Powell dies of COVID-19 complications,Reuters,moderate,"Colin Powell, the first Black U.S. secretary of state and top military officer, died on Monday at the age of 84 due to complications from COVID-19. He was..."
US House- Lean Left,129,1,Bezos and Blue Origin Crew Land After Short Flight to Space,New York Times (News), Lean Left,"Jeff Bezos, the richest human in the world, went to space on Tuesday. It was a brief jaunt — rising 60-some miles into the sky above West Texas — in a..."
US House- Right,129,5,"Shoplifters ruling the roost at big city stores, pharmacy chains",Fox News (Online News), Right,"A recent viral shoplifting incident has highlighted trends in parts of the country where offenders at local drugstores rule the roost – in one case,..."
US House - moderate,129,3,USPS slowdown starts Oct. 1: What to know about new delays and price hikes for mail,CNET,moderate,"If you're like me, sending a letter or package across the country through the US Postal Service feels like a game of chance. Will it get there in a week -- or..."
US House- Lean Left,129,1,Hunter Biden’s prosecutor rejected moves that would have revealed probe earlier,Politico, Lean Left,"Last summer, federal officials in Delaware investigating Hunter Biden faced a dilemma. The probe had reached a point where prosecutors could have sought search..."
US Military- Lean Right,130,4,"CBP reports 164K illegal immigrant stops in October, more than double from 2020",New York Post (News), Lean Right,"More than 164,000 people were apprehended last month while attempting to illegally cross the US-Mexico border, according to US Customs and Border..."
US Military - moderate,130,3,What are President Biden's challenges at the border?,BBC News,moderate,"US President Joe Biden entered the White House promising to tackle immigration challenges that have remained unsolved for decades.

Yet since he took office..."
US Military- Left,130,2,Violence erupts on Poland-Belarus border as Polish guards fire water cannon on migrants throwing rocks,CNN (Online News), Left,"Violence erupted at the Poland-Belarus border on Tuesday, as migrants desperate to cross into the European Union threw stones at Polish..."
US Military- Lean Right,130,4,Poland to reinforce Belarus border and offer aid to migrants,Washington Examiner, Lean Right,"Poland will build a fence along its border with Belarus and deploy more soldiers to the area to stop migrants from entering the country.

More than..."
US Military - moderate,130,3,Neighbours of Belarus say migrant crisis risks military clash,Reuters,moderate,Countries bordering Belarus on Thursday warned the migrant crisis on the European Union's eastern borders could escalate into a military...
US Military- Lean Left,130,1,"‘We became like a chicken in a cage,’ a migrant says, trapped between Belarus and Poland.",New York Times (News), Lean Left,"Exhausted, freezing and exposed to the elements, Bayar Awat, his wife and infant daughter have been stuck on the Belarusian side of the Polish border for more..."
US Military- Right,130,5,Biden Admin Detaining Migrants Outdoors Under Texas Border Bridge Again in Winter Weather,Breitbart News, Right,"The Biden administration reopened the infamous outdoor detention area that once held 15,000 mostly Haitian migrants for processing and transport. According to..."
US Military - moderate,130,3,Belarus Migrant Crisis Spurs Tensions in Europe,AllSides Headline Roundup,moderate,"Thousands of migrants from the Middle East camped on the border of Poland and Belarus on Thursday, caught in the middle of an escalating diplomatic crisis...."
US Military- Lean Left,130,1,"Biden Rejects $450,000 Payments for Separated Migrants",New York Times (News), Lean Left,President Biden on Wednesday said migrants separated from family members at the border would not receive hundreds of thousands of dollars for the damage...
US Military- Lean Right,130,4,"Venezuelans eclipse Central Americans in Border Patrol custody, highlighting scale of crisis",Washington Examiner, Lean Right,"More Venezuelans were in the custody of the Border Patrol at the end of October than any other nationality of migrants, an indication of the..."
US Military - moderate,130,3,What’s happening at the U.S.-Mexico border in 7 charts,Pew Research Center,moderate,"The U.S. Border Patrol reported more than 1.6 million encounters with migrants along the U.S.-Mexico border in the 2021 fiscal year, more than quadruple the..."
US Military- Lean Left,130,1,U.S. rescinds Trump-era rules that limited processing of asylum-seekers at border crossings,CBS News (Online), Lean Left,The Biden administration this week revoked Trump-era rules that allowed U.S. authorities to limit the number of asylum-seekers who can be processed at official...
US Military- Lean Right,130,4,WH: Biden now ‘perfectly comfortable’ with migrant payouts — after calling $450K report ‘garbage’,New York Post (News), Lean Right,President Biden is “perfectly comfortable” with cash payouts to migrant families whose members were detained separately after illegally crossing the US-Mexico...
US Military - moderate,130,3,Poland blocks hundreds of migrants at Belarus border,BBC News,moderate,"Poland says it has repelled attempts by migrants to enter the country at its eastern border with Belarus, warning that thousands more were on the way.

Video..."
US Military- Lean Left,130,1,"Family Members Separated at Border May Each Get Up to $450,000",New York Times (News), Lean Left,Migrant families separated at the border by the Trump administration may be eligible to each receive hundreds of thousands of dollars in compensation for the...
